Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9016,0.9028,0.9016,0.9015,0.9029
Random Forest,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.8718,0.8723,0.8718,0.8718,0.8677
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.8303,0.8505,0.8303,0.8284,0.83
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9106,0.9117,0.9106,0.9106,0.908
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.8756,0.8761,0.8756,0.8757,0.8748
K-Nearest Neighbors,TH3-5,Basic,0.8876,0.8902,0.8876,0.8875,0.8661
Support Vector Machine,TH3-5,Basic,0.9051,0.906,0.9051,0.9051,0.8877
Random Forest,TH3-5,Basic,0.8905,0.8906,0.8905,0.8905,0.869
K-Nearest Neighbors,TH3-5,Enhanced Color,0.8438,0.8509,0.8438,0.8433,0.8373
Support Vector Machine,TH3-5,Enhanced Color,0.8905,0.8936,0.8905,0.8904,0.8862
Random Forest,TH3-5,Enhanced Color,0.8686,0.8692,0.8686,0.8686,0.8632
K-Nearest Neighbors,TH3-5,Zernike moments,0.8,0.8041,0.8,0.7997,0.7955
Support Vector Machine,TH3-5,Zernike moments,0.8365,0.8387,0.8365,0.8364,0.8322
Random Forest,TH3-5,Zernike moments,0.8131,0.8167,0.8131,0.8129,0.82
K-Nearest Neighbors,TH3-5,LBP,0.6146,0.6157,0.6146,0.6145,0.6487
Support Vector Machine,TH3-5,LBP,0.7168,0.7169,0.7168,0.7165,0.6666
Random Forest,TH3-5,LBP,0.6423,0.6423,0.6423,0.6423,0.6494
K-Nearest Neighbors,TH3-5,GLCM,0.7445,0.7477,0.7445,0.7442,0.7365
Support Vector Machine,TH3-5,GLCM,0.7635,0.7652,0.7635,0.7634,0.7653
Random Forest,TH3-5,GLCM,0.7474,0.7475,0.7474,0.7475,0.7487
K-Nearest Neighbors,TH3-5,Edge,0.6803,0.6839,0.6803,0.6796,0.6393
Support Vector Machine,TH3-5,Edge,0.708,0.7191,0.708,0.7055,0.6955
Random Forest,TH3-5,Edge,0.6847,0.687,0.6847,0.6843,0.6408
K-Nearest Neighbors,TH3-5,Edge2,0.6015,0.6017,0.6015,0.6015,0.6048
Support Vector Machine,TH3-5,Edge2,0.6905,0.692,0.6905,0.6904,0.6623
Random Forest,TH3-5,Edge2,0.6073,0.6073,0.6073,0.6073,0.599
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color,0.9007,0.9065,0.9007,0.9005,0.8999
Support Vector Machine,TH3-5,Basic+Enhanced Color,0.9431,0.9459,0.9431,0.943,0.946
Random Forest,TH3-5,Basic+Enhanced Color,0.9299,0.9309,0.9299,0.9299,0.9165
K-Nearest Neighbors,TH3-5,Basic+Zernike moments,0.8847,0.8873,0.8847,0.8846,0.8719
Support Vector Machine,TH3-5,Basic+Zernike moments,0.9124,0.913,0.9124,0.9124,0.9151
Random Forest,TH3-5,Basic+Zernike moments,0.8964,0.8965,0.8964,0.8963,0.8812
K-Nearest Neighbors,TH3-5,Basic+LBP,0.8759,0.8807,0.8759,0.8757,0.8661
Support Vector Machine,TH3-5,Basic+LBP,0.9022,0.9029,0.9022,0.9022,0.8891
Random Forest,TH3-5,Basic+LBP,0.892,0.892,0.892,0.892,0.8639
K-Nearest Neighbors,TH3-5,Basic+GLCM,0.873,0.8772,0.873,0.8728,0.8625
Support Vector Machine,TH3-5,Basic+GLCM,0.9095,0.9101,0.9095,0.9095,0.8899
Random Forest,TH3-5,Basic+GLCM,0.892,0.892,0.892,0.892,0.8712
K-Nearest Neighbors,TH3-5,Basic+Edge,0.8759,0.8823,0.8759,0.8756,0.8611
Support Vector Machine,TH3-5,Basic+Edge,0.8905,0.8914,0.8905,0.8905,0.8891
Random Forest,TH3-5,Basic+Edge,0.8891,0.8896,0.8891,0.8891,0.8747
K-Nearest Neighbors,TH3-5,Basic+Edge2,0.8803,0.8848,0.8803,0.8801,0.864
Support Vector Machine,TH3-5,Basic+Edge2,0.8949,0.8955,0.8949,0.8949,0.8913
Random Forest,TH3-5,Basic+Edge2,0.892,0.8921,0.892,0.892,0.8755
K-Nearest Neighbors,TH3-5,Enhanced Color+Zernike moments,0.8934,0.9,0.8934,0.8932,0.8783
Support Vector Machine,TH3-5,Enhanced Color+Zernike moments,0.9489,0.951,0.9489,0.9489,0.9388
Random Forest,TH3-5,Enhanced Color+Zernike moments,0.9226,0.9233,0.9226,0.9226,0.9086
K-Nearest Neighbors,TH3-5,Enhanced Color+LBP,0.8686,0.8741,0.8686,0.8684,0.8524
Support Vector Machine,TH3-5,Enhanced Color+LBP,0.9212,0.923,0.9212,0.9211,0.9064
Random Forest,TH3-5,Enhanced Color+LBP,0.8774,0.8781,0.8774,0.8774,0.8834
K-Nearest Neighbors,TH3-5,Enhanced Color+GLCM,0.854,0.8629,0.854,0.8534,0.8395
Support Vector Machine,TH3-5,Enhanced Color+GLCM,0.8978,0.899,0.8978,0.8978,0.892
Random Forest,TH3-5,Enhanced Color+GLCM,0.8715,0.8725,0.8715,0.8715,0.8704
K-Nearest Neighbors,TH3-5,Enhanced Color+Edge,0.8584,0.8651,0.8584,0.858,0.8459
Support Vector Machine,TH3-5,Enhanced Color+Edge,0.9182,0.9204,0.9182,0.9182,0.9064
Random Forest,TH3-5,Enhanced Color+Edge,0.8818,0.8821,0.8818,0.8818,0.8747
K-Nearest Neighbors,TH3-5,Enhanced Color+Edge2,0.8584,0.8645,0.8584,0.8581,0.8423
Support Vector Machine,TH3-5,Enhanced Color+Edge2,0.908,0.9094,0.908,0.908,0.9043
Random Forest,TH3-5,Enhanced Color+Edge2,0.8803,0.8804,0.8803,0.8803,0.8668
K-Nearest Neighbors,TH3-5,Zernike moments+LBP,0.8161,0.8201,0.8161,0.8158,0.8157
Support Vector Machine,TH3-5,Zernike moments+LBP,0.8847,0.8858,0.8847,0.8847,0.8769
Random Forest,TH3-5,Zernike moments+LBP,0.8394,0.8408,0.8394,0.8394,0.838
K-Nearest Neighbors,TH3-5,Zernike moments+GLCM,0.854,0.8593,0.854,0.8537,0.8272
Support Vector Machine,TH3-5,Zernike moments+GLCM,0.892,0.893,0.892,0.892,0.8668
Random Forest,TH3-5,Zernike moments+GLCM,0.8672,0.8672,0.8672,0.8671,0.851
K-Nearest Neighbors,TH3-5,Zernike moments+Edge,0.7912,0.7965,0.7912,0.7907,0.779
Support Vector Machine,TH3-5,Zernike moments+Edge,0.854,0.8571,0.854,0.8539,0.8438
Random Forest,TH3-5,Zernike moments+Edge,0.8234,0.8248,0.8234,0.8233,0.8222
K-Nearest Neighbors,TH3-5,Zernike moments+Edge2,0.7723,0.7752,0.7723,0.772,0.792
Support Vector Machine,TH3-5,Zernike moments+Edge2,0.8453,0.8472,0.8453,0.8452,0.8409
Random Forest,TH3-5,Zernike moments+Edge2,0.8263,0.8271,0.8263,0.8263,0.8287
K-Nearest Neighbors,TH3-5,LBP+GLCM,0.7518,0.7549,0.7518,0.7515,0.7632
Support Vector Machine,TH3-5,LBP+GLCM,0.7956,0.7957,0.7956,0.7956,0.8056
Random Forest,TH3-5,LBP+GLCM,0.7693,0.7693,0.7693,0.7693,0.784
K-Nearest Neighbors,TH3-5,LBP+Edge,0.7051,0.7066,0.7051,0.705,0.7041
Support Vector Machine,TH3-5,LBP+Edge,0.7737,0.7756,0.7737,0.7736,0.7711
Random Forest,TH3-5,LBP+Edge,0.727,0.7287,0.727,0.7269,0.7192
K-Nearest Neighbors,TH3-5,LBP+Edge2,0.673,0.675,0.673,0.6727,0.6911
Support Vector Machine,TH3-5,LBP+Edge2,0.7708,0.7746,0.7708,0.7704,0.7711
Random Forest,TH3-5,LBP+Edge2,0.7066,0.7071,0.7066,0.7066,0.7149
K-Nearest Neighbors,TH3-5,GLCM+Edge,0.7504,0.7527,0.7504,0.7502,0.7581
Support Vector Machine,TH3-5,GLCM+Edge,0.7825,0.7853,0.7825,0.7823,0.7869
Random Forest,TH3-5,GLCM+Edge,0.746,0.746,0.746,0.7459,0.7732
K-Nearest Neighbors,TH3-5,GLCM+Edge2,0.7416,0.7425,0.7416,0.7416,0.7473
Support Vector Machine,TH3-5,GLCM+Edge2,0.7766,0.7783,0.7766,0.7766,0.7783
Random Forest,TH3-5,GLCM+Edge2,0.7489,0.7489,0.7489,0.7489,0.761
K-Nearest Neighbors,TH3-5,Edge+Edge2,0.6628,0.6647,0.6628,0.6625,0.63
Support Vector Machine,TH3-5,Edge+Edge2,0.7036,0.7126,0.7036,0.7017,0.6991
Random Forest,TH3-5,Edge+Edge2,0.6803,0.6816,0.6803,0.6802,0.6451
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+Zernike moments,0.9051,0.9096,0.9051,0.905,0.9028
Support Vector Machine,TH3-5,Basic+Enhanced Color+Zernike moments,0.9606,0.9615,0.9606,0.9606,0.9503
Random Forest,TH3-5,Basic+Enhanced Color+Zernike moments,0.9518,0.9522,0.9518,0.9518,0.9273
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+LBP,0.9007,0.9071,0.9007,0.9005,0.8985
Support Vector Machine,TH3-5,Basic+Enhanced Color+LBP,0.9489,0.9507,0.9489,0.9489,0.9403
Random Forest,TH3-5,Basic+Enhanced Color+LBP,0.9343,0.9355,0.9343,0.9343,0.9179
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+GLCM,0.8993,0.9048,0.8993,0.8991,0.9028
Support Vector Machine,TH3-5,Basic+Enhanced Color+GLCM,0.9431,0.9455,0.9431,0.943,0.9417
Random Forest,TH3-5,Basic+Enhanced Color+GLCM,0.9328,0.9334,0.9328,0.9329,0.9187
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+Edge,0.9007,0.9071,0.9007,0.9005,0.8963
Support Vector Machine,TH3-5,Basic+Enhanced Color+Edge,0.9489,0.9518,0.9489,0.9489,0.9431
Random Forest,TH3-5,Basic+Enhanced Color+Edge,0.9285,0.9292,0.9285,0.9285,0.9158
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+Edge2,0.8964,0.9036,0.8964,0.8961,0.892
Support Vector Machine,TH3-5,Basic+Enhanced Color+Edge2,0.9518,0.9543,0.9518,0.9518,0.9424
Random Forest,TH3-5,Basic+Enhanced Color+Edge2,0.927,0.9278,0.927,0.927,0.9201
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+LBP,0.8818,0.884,0.8818,0.8817,0.8704
Support Vector Machine,TH3-5,Basic+Zernike moments+LBP,0.9168,0.9171,0.9168,0.9168,0.9136
Random Forest,TH3-5,Basic+Zernike moments+LBP,0.9022,0.9022,0.9022,0.9022,0.8776
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+GLCM,0.8978,0.9011,0.8978,0.8977,0.8719
Support Vector Machine,TH3-5,Basic+Zernike moments+GLCM,0.9212,0.9216,0.9212,0.9212,0.9071
Random Forest,TH3-5,Basic+Zernike moments+GLCM,0.8993,0.8995,0.8993,0.8992,0.8827
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+Edge,0.8788,0.8831,0.8788,0.8787,0.8719
Support Vector Machine,TH3-5,Basic+Zernike moments+Edge,0.9124,0.9128,0.9124,0.9124,0.9136
Random Forest,TH3-5,Basic+Zernike moments+Edge,0.8978,0.8978,0.8978,0.8978,0.8877
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+Edge2,0.892,0.8941,0.892,0.8919,0.8683
Support Vector Machine,TH3-5,Basic+Zernike moments+Edge2,0.9168,0.9173,0.9168,0.9168,0.9136
Random Forest,TH3-5,Basic+Zernike moments+Edge2,0.8905,0.8906,0.8905,0.8905,0.8855
K-Nearest Neighbors,TH3-5,Basic+LBP+GLCM,0.8803,0.8839,0.8803,0.8802,0.8632
Support Vector Machine,TH3-5,Basic+LBP+GLCM,0.9022,0.9027,0.9022,0.9022,0.8834
Random Forest,TH3-5,Basic+LBP+GLCM,0.8847,0.8849,0.8847,0.8846,0.8719
K-Nearest Neighbors,TH3-5,Basic+LBP+Edge,0.8686,0.8752,0.8686,0.8683,0.8625
Support Vector Machine,TH3-5,Basic+LBP+Edge,0.8847,0.886,0.8847,0.8847,0.8884
Random Forest,TH3-5,Basic+LBP+Edge,0.8891,0.8891,0.8891,0.8891,0.8647
K-Nearest Neighbors,TH3-5,Basic+LBP+Edge2,0.873,0.8777,0.873,0.8728,0.8654
Support Vector Machine,TH3-5,Basic+LBP+Edge2,0.8876,0.8892,0.8876,0.8876,0.8935
Random Forest,TH3-5,Basic+LBP+Edge2,0.8949,0.895,0.8949,0.8949,0.8603
K-Nearest Neighbors,TH3-5,Basic+GLCM+Edge,0.8745,0.883,0.8745,0.874,0.8654
Support Vector Machine,TH3-5,Basic+GLCM+Edge,0.908,0.9087,0.908,0.908,0.887
Random Forest,TH3-5,Basic+GLCM+Edge,0.9022,0.9022,0.9022,0.9022,0.8755
K-Nearest Neighbors,TH3-5,Basic+GLCM+Edge2,0.8759,0.8829,0.8759,0.8756,0.8611
Support Vector Machine,TH3-5,Basic+GLCM+Edge2,0.9007,0.9017,0.9007,0.9007,0.8884
Random Forest,TH3-5,Basic+GLCM+Edge2,0.8978,0.8979,0.8978,0.8978,0.8719
K-Nearest Neighbors,TH3-5,Basic+Edge+Edge2,0.8584,0.864,0.8584,0.8581,0.8524
Support Vector Machine,TH3-5,Basic+Edge+Edge2,0.8861,0.8871,0.8861,0.8861,0.887
Random Forest,TH3-5,Basic+Edge+Edge2,0.8861,0.8871,0.8861,0.8861,0.8733
K-Nearest Neighbors,TH3-5,Enhanced Color+Zernike moments+LBP,0.908,0.9131,0.908,0.9079,0.8956
Support Vector Machine,TH3-5,Enhanced Color+Zernike moments+LBP,0.9533,0.9549,0.9533,0.9533,0.946
Random Forest,TH3-5,Enhanced Color+Zernike moments+LBP,0.9314,0.9317,0.9314,0.9314,0.9237
K-Nearest Neighbors,TH3-5,Enhanced Color+Zernike moments+GLCM,0.8905,0.8971,0.8905,0.8902,0.8805
Support Vector Machine,TH3-5,Enhanced Color+Zernike moments+GLCM,0.946,0.9481,0.946,0.946,0.9345
Random Forest,TH3-5,Enhanced Color+Zernike moments+GLCM,0.9314,0.9319,0.9314,0.9314,0.905
K-Nearest Neighbors,TH3-5,Enhanced Color+Zernike moments+Edge,0.8934,0.9013,0.8934,0.8931,0.8791
Support Vector Machine,TH3-5,Enhanced Color+Zernike moments+Edge,0.9518,0.9539,0.9518,0.9518,0.9424
Random Forest,TH3-5,Enhanced Color+Zernike moments+Edge,0.927,0.9278,0.927,0.927,0.9086
K-Nearest Neighbors,TH3-5,Enhanced Color+Zernike moments+Edge2,0.8949,0.9025,0.8949,0.8946,0.8848
Support Vector Machine,TH3-5,Enhanced Color+Zernike moments+Edge2,0.9474,0.9501,0.9474,0.9474,0.9417
Random Forest,TH3-5,Enhanced Color+Zernike moments+Edge2,0.9314,0.9316,0.9314,0.9314,0.91
K-Nearest Neighbors,TH3-5,Enhanced Color+LBP+GLCM,0.854,0.8629,0.854,0.8534,0.8524
Support Vector Machine,TH3-5,Enhanced Color+LBP+GLCM,0.9299,0.9315,0.9299,0.9299,0.9208
Random Forest,TH3-5,Enhanced Color+LBP+GLCM,0.8891,0.89,0.8891,0.8891,0.8812
K-Nearest Neighbors,TH3-5,Enhanced Color+LBP+Edge,0.8818,0.8847,0.8818,0.8817,0.8647
Support Vector Machine,TH3-5,Enhanced Color+LBP+Edge,0.9372,0.9377,0.9372,0.9372,0.928
Random Forest,TH3-5,Enhanced Color+LBP+Edge,0.8876,0.8883,0.8876,0.8876,0.8942
K-Nearest Neighbors,TH3-5,Enhanced Color+LBP+Edge2,0.8832,0.8868,0.8832,0.8831,0.8632
Support Vector Machine,TH3-5,Enhanced Color+LBP+Edge2,0.9314,0.9323,0.9314,0.9314,0.9266
Random Forest,TH3-5,Enhanced Color+LBP+Edge2,0.8934,0.8936,0.8934,0.8934,0.8891
K-Nearest Neighbors,TH3-5,Enhanced Color+GLCM+Edge,0.8526,0.8598,0.8526,0.8521,0.8438
Support Vector Machine,TH3-5,Enhanced Color+GLCM+Edge,0.9153,0.9166,0.9153,0.9153,0.9107
Random Forest,TH3-5,Enhanced Color+GLCM+Edge,0.8905,0.8906,0.8905,0.8905,0.8683
K-Nearest Neighbors,TH3-5,Enhanced Color+GLCM+Edge2,0.8511,0.858,0.8511,0.8507,0.8481
Support Vector Machine,TH3-5,Enhanced Color+GLCM+Edge2,0.9007,0.9017,0.9007,0.9007,0.9042
Random Forest,TH3-5,Enhanced Color+GLCM+Edge2,0.8818,0.8819,0.8818,0.8818,0.8711
K-Nearest Neighbors,TH3-5,Enhanced Color+Edge+Edge2,0.8642,0.8705,0.8642,0.8639,0.8445
Support Vector Machine,TH3-5,Enhanced Color+Edge+Edge2,0.9226,0.924,0.9226,0.9226,0.9115
Random Forest,TH3-5,Enhanced Color+Edge+Edge2,0.8832,0.8832,0.8832,0.8832,0.869
K-Nearest Neighbors,TH3-5,Zernike moments+LBP+GLCM,0.8657,0.8684,0.8657,0.8656,0.8474
Support Vector Machine,TH3-5,Zernike moments+LBP+GLCM,0.9022,0.9036,0.9022,0.9022,0.8898
Random Forest,TH3-5,Zernike moments+LBP+GLCM,0.8628,0.8628,0.8628,0.8628,0.869
K-Nearest Neighbors,TH3-5,Zernike moments+LBP+Edge,0.8336,0.8365,0.8336,0.8334,0.8099
Support Vector Machine,TH3-5,Zernike moments+LBP+Edge,0.8847,0.8877,0.8847,0.8846,0.8812
Random Forest,TH3-5,Zernike moments+LBP+Edge,0.8453,0.8457,0.8453,0.8453,0.838
K-Nearest Neighbors,TH3-5,Zernike moments+LBP+Edge2,0.8219,0.8235,0.8219,0.8219,0.8071
Support Vector Machine,TH3-5,Zernike moments+LBP+Edge2,0.8759,0.8789,0.8759,0.8758,0.8841
Random Forest,TH3-5,Zernike moments+LBP+Edge2,0.8423,0.8425,0.8423,0.8424,0.8294
K-Nearest Neighbors,TH3-5,Zernike moments+GLCM+Edge,0.8423,0.848,0.8423,0.842,0.8258
Support Vector Machine,TH3-5,Zernike moments+GLCM+Edge,0.8905,0.8932,0.8905,0.8904,0.8769
Random Forest,TH3-5,Zernike moments+GLCM+Edge,0.8599,0.8601,0.8599,0.8599,0.8603
K-Nearest Neighbors,TH3-5,Zernike moments+GLCM+Edge2,0.8453,0.85,0.8453,0.845,0.8308
Support Vector Machine,TH3-5,Zernike moments+GLCM+Edge2,0.8964,0.8977,0.8964,0.8963,0.8747
Random Forest,TH3-5,Zernike moments+GLCM+Edge2,0.8526,0.8529,0.8526,0.8526,0.8625
K-Nearest Neighbors,TH3-5,Zernike moments+Edge+Edge2,0.7635,0.7687,0.7635,0.7629,0.774
Support Vector Machine,TH3-5,Zernike moments+Edge+Edge2,0.8511,0.8569,0.8511,0.8508,0.8287
Random Forest,TH3-5,Zernike moments+Edge+Edge2,0.8234,0.8248,0.8234,0.8233,0.8179
K-Nearest Neighbors,TH3-5,LBP+GLCM+Edge,0.7737,0.7765,0.7737,0.7735,0.7725
Support Vector Machine,TH3-5,LBP+GLCM+Edge,0.8161,0.8168,0.8161,0.8161,0.8172
Random Forest,TH3-5,LBP+GLCM+Edge,0.8,0.8,0.8,0.8,0.7984
K-Nearest Neighbors,TH3-5,LBP+GLCM+Edge2,0.762,0.7639,0.762,0.7619,0.7811
Support Vector Machine,TH3-5,LBP+GLCM+Edge2,0.8219,0.8219,0.8219,0.8219,0.8222
Random Forest,TH3-5,LBP+GLCM+Edge2,0.781,0.7811,0.781,0.7809,0.7912
K-Nearest Neighbors,TH3-5,LBP+Edge+Edge2,0.7066,0.708,0.7066,0.7065,0.7041
Support Vector Machine,TH3-5,LBP+Edge+Edge2,0.7796,0.782,0.7796,0.7794,0.7819
Random Forest,TH3-5,LBP+Edge+Edge2,0.7255,0.7282,0.7255,0.7253,0.7185
K-Nearest Neighbors,TH3-5,GLCM+Edge+Edge2,0.7431,0.7461,0.7431,0.7427,0.7495
Support Vector Machine,TH3-5,GLCM+Edge+Edge2,0.7825,0.785,0.7825,0.7823,0.7905
Random Forest,TH3-5,GLCM+Edge+Edge2,0.7708,0.7711,0.7708,0.7708,0.7631
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+Zernike moments+LBP,0.9051,0.9096,0.9051,0.905,0.9007
Support Vector Machine,TH3-5,Basic+Enhanced Color+Zernike moments+LBP,0.9591,0.9602,0.9591,0.9591,0.9496
Random Forest,TH3-5,Basic+Enhanced Color+Zernike moments+LBP,0.9401,0.9404,0.9401,0.9402,0.9251
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+Zernike moments+GLCM,0.9095,0.9143,0.9095,0.9094,0.892
Support Vector Machine,TH3-5,Basic+Enhanced Color+Zernike moments+GLCM,0.9591,0.9602,0.9591,0.9591,0.9496
Random Forest,TH3-5,Basic+Enhanced Color+Zernike moments+GLCM,0.9401,0.9403,0.9401,0.9402,0.9223
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+Zernike moments+Edge,0.9051,0.9119,0.9051,0.9049,0.9014
Support Vector Machine,TH3-5,Basic+Enhanced Color+Zernike moments+Edge,0.9577,0.9586,0.9577,0.9577,0.9539
Random Forest,TH3-5,Basic+Enhanced Color+Zernike moments+Edge,0.9431,0.9436,0.9431,0.9431,0.9259
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+Zernike moments+Edge2,0.9007,0.9077,0.9007,0.9005,0.905
Support Vector Machine,TH3-5,Basic+Enhanced Color+Zernike moments+Edge2,0.9577,0.9588,0.9577,0.9577,0.9532
Random Forest,TH3-5,Basic+Enhanced Color+Zernike moments+Edge2,0.9358,0.936,0.9358,0.9358,0.923
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+LBP+GLCM,0.8964,0.9036,0.8964,0.8961,0.8935
Support Vector Machine,TH3-5,Basic+Enhanced Color+LBP+GLCM,0.9504,0.9523,0.9504,0.9504,0.9403
Random Forest,TH3-5,Basic+Enhanced Color+LBP+GLCM,0.9299,0.9305,0.9299,0.9299,0.9151
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+LBP+Edge,0.9036,0.9101,0.9036,0.9034,0.8992
Support Vector Machine,TH3-5,Basic+Enhanced Color+LBP+Edge,0.9489,0.9507,0.9489,0.9489,0.9431
Random Forest,TH3-5,Basic+Enhanced Color+LBP+Edge,0.9343,0.9355,0.9343,0.9343,0.9208
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+LBP+Edge2,0.9066,0.913,0.9066,0.9064,0.9007
Support Vector Machine,TH3-5,Basic+Enhanced Color+LBP+Edge2,0.9489,0.9507,0.9489,0.9489,0.9403
Random Forest,TH3-5,Basic+Enhanced Color+LBP+Edge2,0.9314,0.9323,0.9314,0.9314,0.9179
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+GLCM+Edge,0.8905,0.8983,0.8905,0.8902,0.8949
Support Vector Machine,TH3-5,Basic+Enhanced Color+GLCM+Edge,0.9474,0.949,0.9474,0.9474,0.9446
Random Forest,TH3-5,Basic+Enhanced Color+GLCM+Edge,0.9372,0.9384,0.9372,0.9372,0.9194
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+GLCM+Edge2,0.8934,0.8994,0.8934,0.8932,0.8963
Support Vector Machine,TH3-5,Basic+Enhanced Color+GLCM+Edge2,0.9431,0.9452,0.9431,0.943,0.9417
Random Forest,TH3-5,Basic+Enhanced Color+GLCM+Edge2,0.9314,0.9319,0.9314,0.9314,0.9158
K-Nearest Neighbors,TH3-5,Basic+Enhanced Color+Edge+Edge2,0.8905,0.899,0.8905,0.8901,0.8978
Support Vector Machine,TH3-5,Basic+Enhanced Color+Edge+Edge2,0.9504,0.9527,0.9504,0.9503,0.941
Random Forest,TH3-5,Basic+Enhanced Color+Edge+Edge2,0.9285,0.9294,0.9285,0.9285,0.9158
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+LBP+GLCM,0.8891,0.8932,0.8891,0.8889,0.8726
Support Vector Machine,TH3-5,Basic+Zernike moments+LBP+GLCM,0.9153,0.9163,0.9153,0.9153,0.9093
Random Forest,TH3-5,Basic+Zernike moments+LBP+GLCM,0.9109,0.9115,0.9109,0.9109,0.8819
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+LBP+Edge,0.8657,0.8722,0.8657,0.8654,0.8618
Support Vector Machine,TH3-5,Basic+Zernike moments+LBP+Edge,0.9066,0.907,0.9066,0.9066,0.9071
Random Forest,TH3-5,Basic+Zernike moments+LBP+Edge,0.892,0.8921,0.892,0.8919,0.8733
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+LBP+Edge2,0.8774,0.8819,0.8774,0.8772,0.8596
Support Vector Machine,TH3-5,Basic+Zernike moments+LBP+Edge2,0.908,0.9091,0.908,0.908,0.9143
Random Forest,TH3-5,Basic+Zernike moments+LBP+Edge2,0.8993,0.8994,0.8993,0.8992,0.8812
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+GLCM+Edge,0.8832,0.8888,0.8832,0.883,0.8675
Support Vector Machine,TH3-5,Basic+Zernike moments+GLCM+Edge,0.9124,0.9132,0.9124,0.9124,0.9064
Random Forest,TH3-5,Basic+Zernike moments+GLCM+Edge,0.9036,0.9037,0.9036,0.9036,0.8819
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+GLCM+Edge2,0.8774,0.8819,0.8774,0.8772,0.8711
Support Vector Machine,TH3-5,Basic+Zernike moments+GLCM+Edge2,0.9095,0.9105,0.9095,0.9095,0.915
Random Forest,TH3-5,Basic+Zernike moments+GLCM+Edge2,0.9109,0.9112,0.9109,0.9109,0.8805
K-Nearest Neighbors,TH3-5,Basic+Zernike moments+Edge+Edge2,0.8628,0.8711,0.8628,0.8623,0.8632
Support Vector Machine,TH3-5,Basic+Zernike moments+Edge+Edge2,0.9095,0.9099,0.9095,0.9095,0.915
Random Forest,TH3-5,Basic+Zernike moments+Edge+Edge2,0.8978,0.8979,0.8978,0.8978,0.8826
K-Nearest Neighbors,TH3-5,Basic+LBP+GLCM+Edge,0.8803,0.8853,0.8803,0.8801,0.856
Support Vector Machine,TH3-5,Basic+LBP+GLCM+Edge,0.9066,0.9073,0.9066,0.9066,0.8855
Random Forest,TH3-5,Basic+LBP+GLCM+Edge,0.8832,0.8832,0.8832,0.8832,0.8697
K-Nearest Neighbors,TH3-5,Basic+LBP+GLCM+Edge2,0.8745,0.878,0.8745,0.8743,0.8596
Support Vector Machine,TH3-5,Basic+LBP+GLCM+Edge2,0.8978,0.8996,0.8978,0.8978,0.8841
Random Forest,TH3-5,Basic+LBP+GLCM+Edge2,0.8905,0.8905,0.8905,0.8905,0.8683
K-Nearest Neighbors,TH3-5,Basic+LBP+Edge+Edge2,0.8569,0.8634,0.8569,0.8566,0.8553
Support Vector Machine,TH3-5,Basic+LBP+Edge+Edge2,0.8803,0.8818,0.8803,0.8803,0.8841
Random Forest,TH3-5,Basic+LBP+Edge+Edge2,0.892,0.8921,0.892,0.892,0.8646
K-Nearest Neighbors,TH3-5,Basic+GLCM+Edge+Edge2,0.8715,0.8787,0.8715,0.8712,0.8618
Support Vector Machine,TH3-5,Basic+GLCM+Edge+Edge2,0.9036,0.9046,0.9036,0.9037,0.8884
Random Forest,TH3-5,Basic+GLCM+Edge+Edge2,0.8949,0.8951,0.8949,0.8949,0.8675
K-Nearest Neighbors,TH3-5,Enhanced Color+Zernike moments+LBP+GLCM,0.9036,0.9101,0.9036,0.9034,0.8963
